scope,image_id,method,frequency_filter,pyramid_levels,nms,image_scale,repeatability,localization_error_px,repeated_points,reference_keypoints,scene_keypoints
scale_curve,IMG_0258,LoG,ideal_highpass,3,True,0.5,0.4827586206896552,2.6541500091552734,42,100,87
scale_curve,IMG_0258,LoG,ideal_highpass,3,True,0.75,0.71,2.585934638977051,71,100,159
scale_curve,IMG_0258,LoG,ideal_highpass,3,True,1.0,0.66,2.5441718101501465,66,100,217
scale_curve,IMG_0258,LoG,ideal_highpass,3,True,1.25,0.55,2.7980494499206543,55,100,216
scale_curve,IMG_0258,Harris,ideal_highpass,3,True,0.5,0.45652173913043476,2.4032973051071167,42,96,92
scale_curve,IMG_0258,Harris,ideal_highpass,3,True,0.75,0.7083333333333334,2.570758104324341,68,96,183
scale_curve,IMG_0258,Harris,ideal_highpass,3,True,1.0,0.6770833333333334,2.472034215927124,65,96,219
scale_curve,IMG_0258,Harris,ideal_highpass,3,True,1.25,0.65625,2.8898580074310303,63,96,219
scale_curve,IMG_0258,Shi-Tomasi,ideal_highpass,3,True,0.5,0.5066666666666667,2.940557599067688,38,75,78
scale_curve,IMG_0258,Shi-Tomasi,ideal_highpass,3,True,0.75,0.68,2.3606953620910645,51,75,155
scale_curve,IMG_0258,Shi-Tomasi,ideal_highpass,3,True,1.0,0.7066666666666667,2.7620060443878174,53,75,220
scale_curve,IMG_0258,Shi-Tomasi,ideal_highpass,3,True,1.25,0.68,2.750762939453125,51,75,219
scale_curve,IMG_0258,SIFT,ideal_highpass,3,True,0.5,0.35,2.435526132583618,7,20,38
scale_curve,IMG_0258,SIFT,ideal_highpass,3,True,0.75,0.55,2.361872434616089,11,20,42
scale_curve,IMG_0258,SIFT,ideal_highpass,3,True,1.0,0.15,0.9034962058067322,3,20,28
scale_curve,IMG_0258,SIFT,ideal_highpass,3,True,1.25,0.4,2.679283857345581,8,20,24
scale_curve,IMG_0258,Sobel,gaussian_highpass,3,True,0.5,0.7368421052631579,2.913113832473755,28,47,38
scale_curve,IMG_0258,Sobel,gaussian_highpass,3,True,0.75,0.7659574468085106,1.8000210523605347,36,47,70
scale_curve,IMG_0258,Sobel,gaussian_highpass,3,True,1.0,0.8085106382978723,1.833099603652954,38,47,162
scale_curve,IMG_0258,Sobel,gaussian_highpass,3,True,1.25,0.723404255319149,1.8903290033340454,34,47,220
scale_curve,IMG_0258,LoG,gaussian_highpass,3,True,0.5,0.575,2.6560299396514893,46,95,80
scale_curve,IMG_0258,LoG,gaussian_highpass,3,True,0.75,0.6,2.4763152599334717,57,95,139
scale_curve,IMG_0258,LoG,gaussian_highpass,3,True,1.0,0.6947368421052632,2.3286176919937134,66,95,218
scale_curve,IMG_0258,LoG,gaussian_highpass,3,True,1.25,0.6,3.060929536819458,57,95,216
scale_curve,IMG_0258,Harris,gaussian_highpass,3,True,0.5,0.5056179775280899,2.459402084350586,45,94,89
scale_curve,IMG_0258,Harris,gaussian_highpass,3,True,0.75,0.723404255319149,2.81841242313385,68,94,189
scale_curve,IMG_0258,Harris,gaussian_highpass,3,True,1.0,0.6914893617021277,2.700024366378784,65,94,220
scale_curve,IMG_0258,Harris,gaussian_highpass,3,True,1.25,0.648936170212766,3.2131285667419434,61,94,218
scale_curve,IMG_0258,Shi-Tomasi,gaussian_highpass,3,True,0.5,0.5277777777777778,3.3855934143066406,38,83,72
scale_curve,IMG_0258,Shi-Tomasi,gaussian_highpass,3,True,0.75,0.6987951807228916,2.7049635648727417,58,83,164
scale_curve,IMG_0258,Shi-Tomasi,gaussian_highpass,3,True,1.0,0.7228915662650602,2.860478401184082,60,83,218
scale_curve,IMG_0258,Shi-Tomasi,gaussian_highpass,3,True,1.25,0.6385542168674698,2.936411142349243,53,83,218
scale_curve,IMG_0258,SIFT,gaussian_highpass,3,True,0.5,0.4117647058823529,3.7065978050231934,7,17,49
scale_curve,IMG_0258,SIFT,gaussian_highpass,3,True,0.75,0.4117647058823529,3.659053087234497,7,17,40
scale_curve,IMG_0258,SIFT,gaussian_highpass,3,True,1.0,0.4117647058823529,1.8921436071395874,7,17,36
scale_curve,IMG_0258,SIFT,gaussian_highpass,3,True,1.25,0.29411764705882354,3.0093255043029785,5,17,31
scale_curve,IMG_0259,Sobel,none,3,True,0.5,0.75,2.0499258041381836,15,53,20
scale_curve,IMG_0259,Sobel,none,3,True,0.75,0.8048780487804879,1.9419264793395996,33,53,41
scale_curve,IMG_0259,Sobel,none,3,True,1.0,0.9056603773584906,1.5292609930038452,48,53,73
scale_curve,IMG_0259,Sobel,none,3,True,1.25,0.9622641509433962,1.793499231338501,51,53,101
scale_curve,IMG_0259,LoG,none,3,True,0.5,0.8709677419354839,1.049636960029602,27,77,31
scale_curve,IMG_0259,LoG,none,3,True,0.75,0.8095238095238095,1.5697650909423828,51,77,63
scale_curve,IMG_0259,LoG,none,3,True,1.0,0.8961038961038961,1.353157877922058,69,77,100
scale_curve,IMG_0259,LoG,none,3,True,1.25,0.961038961038961,1.3399447798728943,74,77,144
scale_curve,IMG_0259,Harris,none,3,True,0.5,0.7647058823529411,1.7211318612098694,26,94,34
scale_curve,IMG_0259,Harris,none,3,True,0.75,0.8311688311688312,1.5990750193595886,64,94,77
scale_curve,IMG_0259,Harris,none,3,True,1.0,0.8829787234042553,1.4743385314941406,83,94,135
scale_curve,IMG_0259,Harris,none,3,True,1.25,0.9468085106382979,1.4533350467681885,89,94,211
scale_curve,IMG_0259,Shi-Tomasi,none,3,True,0.5,1.0,1.6945318579673767,28,90,28
scale_curve,IMG_0259,Shi-Tomasi,none,3,True,0.75,0.8636363636363636,1.3967338800430298,57,90,66
scale_curve,IMG_0259,Shi-Tomasi,none,3,True,1.0,0.8,1.424919307231903,72,90,105
scale_curve,IMG_0259,Shi-Tomasi,none,3,True,1.25,0.9333333333333333,1.729044795036316,84,90,195
scale_curve,IMG_0259,SIFT,none,3,True,0.5,0.5652173913043478,1.1953805685043335,13,23,31
scale_curve,IMG_0259,SIFT,none,3,True,0.75,0.6521739130434783,1.0131590366363525,15,23,29
scale_curve,IMG_0259,SIFT,none,3,True,1.0,0.7391304347826086,1.1953805685043335,17,23,29
scale_curve,IMG_0259,SIFT,none,3,True,1.25,0.6666666666666666,0.9509708285331726,14,23,21
scale_curve,IMG_0259,Sobel,ideal_lowpass,3,True,0.5,0.6666666666666666,2.557264804840088,8,30,12
scale_curve,IMG_0259,Sobel,ideal_lowpass,3,True,0.75,0.625,2.4023118019104004,15,30,24
scale_curve,IMG_0259,Sobel,ideal_lowpass,3,True,1.0,0.8,2.305095911026001,24,30,40
scale_curve,IMG_0259,Sobel,ideal_lowpass,3,True,1.25,0.8333333333333334,2.038142442703247,25,30,48
scale_curve,IMG_0259,LoG,ideal_lowpass,3,True,0.5,0.6470588235294118,2.9407291412353516,11,42,17
scale_curve,IMG_0259,LoG,ideal_lowpass,3,True,0.75,0.59375,3.2431979179382324,19,42,32
scale_curve,IMG_0259,LoG,ideal_lowpass,3,True,1.0,0.6904761904761905,1.7814111709594727,29,42,55
scale_curve,IMG_0259,LoG,ideal_lowpass,3,True,1.25,0.5952380952380952,2.054211378097534,25,42,82
scale_curve,IMG_0259,Harris,ideal_lowpass,3,True,0.5,0.5428571428571428,2.4683139324188232,19,100,35
scale_curve,IMG_0259,Harris,ideal_lowpass,3,True,0.75,0.6274509803921569,2.4125574827194214,32,100,51
scale_curve,IMG_0259,Harris,ideal_lowpass,3,True,1.0,0.73,1.6129263639450073,73,100,115
scale_curve,IMG_0259,Harris,ideal_lowpass,3,True,1.25,0.55,1.6439588069915771,55,100,130
scale_curve,IMG_0259,Shi-Tomasi,ideal_lowpass,3,True,0.5,0.5666666666666667,2.6728830337524414,17,79,30
scale_curve,IMG_0259,Shi-Tomasi,ideal_lowpass,3,True,0.75,0.5686274509803921,2.455113172531128,29,79,51
scale_curve,IMG_0259,Shi-Tomasi,ideal_lowpass,3,True,1.0,0.7215189873417721,1.2023983001708984,57,79,103
scale_curve,IMG_0259,Shi-Tomasi,ideal_lowpass,3,True,1.25,0.5063291139240507,1.9918420314788818,40,79,111
scale_curve,IMG_0259,SIFT,ideal_lowpass,3,True,0.5,0.631578947368421,1.9912821054458618,12,19,30
scale_curve,IMG_0259,SIFT,ideal_lowpass,3,True,0.75,0.631578947368421,2.9157896041870117,12,19,25
scale_curve,IMG_0259,SIFT,ideal_lowpass,3,True,1.0,0.631578947368421,2.6216108798980713,12,19,25
scale_curve,IMG_0259,SIFT,ideal_lowpass,3,True,1.25,0.5789473684210527,2.5012929439544678,11,19,28
scale_curve,IMG_0259,Sobel,gaussian_lowpass,3,True,0.5,0.9166666666666666,1.5548893213272095,11,38,12
scale_curve,IMG_0259,Sobel,gaussian_lowpass,3,True,0.75,0.8846153846153846,1.2746214866638184,23,38,26
scale_curve,IMG_0259,Sobel,gaussian_lowpass,3,True,1.0,0.8285714285714286,1.210644006729126,29,38,35
scale_curve,IMG_0259,Sobel,gaussian_lowpass,3,True,1.25,0.868421052631579,1.4938589334487915,33,38,53
scale_curve,IMG_0259,LoG,gaussian_lowpass,3,True,0.5,0.8461538461538461,2.1496357917785645,11,46,13
scale_curve,IMG_0259,LoG,gaussian_lowpass,3,True,0.75,0.8709677419354839,1.0218966007232666,27,46,31
scale_curve,IMG_0259,LoG,gaussian_lowpass,3,True,1.0,0.9130434782608695,1.1965035200119019,42,46,66
scale_curve,IMG_0259,LoG,gaussian_lowpass,3,True,1.25,0.9347826086956522,1.447609305381775,43,46,96
scale_curve,IMG_0259,Harris,gaussian_lowpass,3,True,0.5,0.88,2.188482880592346,22,70,25
scale_curve,IMG_0259,Harris,gaussian_lowpass,3,True,0.75,0.8846153846153846,2.0490254163742065,46,70,52
scale_curve,IMG_0259,Harris,gaussian_lowpass,3,True,1.0,0.8714285714285714,1.6020230054855347,61,70,93
scale_curve,IMG_0259,Harris,gaussian_lowpass,3,True,1.25,0.9285714285714286,1.5605757236480713,65,70,159
scale_curve,IMG_0259,Shi-Tomasi,gaussian_lowpass,3,True,0.5,0.782608695652174,2.4497066736221313,18,70,23
scale_curve,IMG_0259,Shi-Tomasi,gaussian_lowpass,3,True,0.75,0.88,1.759657382965088,44,70,50
scale_curve,IMG_0259,Shi-Tomasi,gaussian_lowpass,3,True,1.0,0.9142857142857143,1.5184704065322876,64,70,91
scale_curve,IMG_0259,Shi-Tomasi,gaussian_lowpass,3,True,1.25,0.9285714285714286,1.762671947479248,65,70,140
scale_curve,IMG_0259,SIFT,gaussian_lowpass,3,True,0.5,0.782608695652174,2.056991398334503,18,23,27
scale_curve,IMG_0259,SIFT,gaussian_lowpass,3,True,0.75,0.8260869565217391,1.2244515419006348,19,23,32
scale_curve,IMG_0259,SIFT,gaussian_lowpass,3,True,1.0,0.8260869565217391,1.3670322895050049,19,23,32
