scope,image_id,capture_group,visible_blur,notes,method,frequency_filter,pyramid_levels,nms,repeatability,matching_accuracy,localization_error_px,matching_error_px,runtime_ms,reference_keypoints,scene_keypoints,raw_reference_keypoints,raw_scene_keypoints,repeated_points,accepted_matches,correct_matches
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Sobel,ideal_highpass,3,True,0.7794117647058824,nan,1.7011321783065796,nan,376.07930000012857,68,80,71,80,53,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",LoG,ideal_highpass,3,True,0.7807017543859649,nan,1.7645819187164307,nan,384.6122999993895,114,132,117,136,89,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Harris,ideal_highpass,3,True,0.8378378378378378,nan,1.797194242477417,nan,396.025500000178,111,177,115,181,93,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Shi-Tomasi,ideal_highpass,3,True,0.7802197802197802,nan,1.8693327903747559,nan,403.8874999996551,91,125,94,127,71,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",SIFT,ideal_highpass,3,True,0.43478260869565216,1.0,1.2176249027252197,0.3264038860797882,1039.6442999999636,28,23,29,25,10,3,3
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Sobel,gaussian_highpass,1,True,0.8653846153846154,nan,2.1164164543151855,nan,306.909099999757,52,69,53,70,45,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",LoG,gaussian_highpass,1,True,0.8181818181818182,nan,1.587939977645874,nan,335.1671999998871,88,103,91,106,72,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Harris,gaussian_highpass,1,True,0.85,nan,1.4360029697418213,nan,370.1174000007086,100,166,105,166,85,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Shi-Tomasi,gaussian_highpass,1,True,0.7582417582417582,nan,1.8427456617355347,nan,324.70480000029056,91,125,93,126,69,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",SIFT,gaussian_highpass,1,True,0.5,1.0,1.0568511486053467,0.7106424570083618,837.1664999995119,7,6,7,7,3,2,2
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Sobel,gaussian_highpass,2,True,0.85,nan,2.1164164543151855,nan,391.96780000020226,60,79,62,80,51,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",LoG,gaussian_highpass,2,True,0.8543689320388349,nan,1.9001898765563965,nan,393.2483999997203,103,128,107,131,88,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Harris,gaussian_highpass,2,True,0.8828828828828829,nan,1.728468120098114,nan,415.96320000007836,111,174,116,178,98,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Shi-Tomasi,gaussian_highpass,2,True,0.8085106382978723,nan,1.8389827609062195,nan,416.43459999977495,94,132,96,134,76,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",SIFT,gaussian_highpass,2,True,0.4166666666666667,1.0,1.0568511486053467,0.9866688847541809,1023.1383999998798,12,18,13,20,5,3,3
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Sobel,gaussian_highpass,3,True,0.8688524590163934,nan,2.1164164543151855,nan,408.24609999981476,61,81,63,82,53,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",LoG,gaussian_highpass,3,True,0.8363636363636363,nan,1.7366614937782288,nan,436.05119999938324,110,134,114,137,92,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Harris,gaussian_highpass,3,True,0.8620689655172413,nan,1.7641478776931763,nan,485.9288999996352,116,176,121,180,100,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",Shi-Tomasi,gaussian_highpass,3,True,0.7938144329896907,nan,1.808632731437683,nan,440.7952000001387,97,135,99,137,77,0,0
main_grid,IMG_0259,aisle,low,"More distant view, oblique page, diagonal shadow.",SIFT,gaussian_highpass,3,True,0.34782608695652173,1.0,1.4831268787384033,1.0568511486053467,1093.2272999998531,23,25,24,27,8,5,5
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,none,1,True,0.8541666666666666,nan,1.876021146774292,nan,58.25430000004417,48,120,52,121,41,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,none,1,True,0.7903225806451613,0.0,2.358126163482666,6.023157119750977,66.05380000019068,62,210,66,212,49,1,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,none,1,True,0.625,nan,2.4180328845977783,nan,92.40820000013628,88,218,92,220,55,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,none,1,True,0.6666666666666666,nan,2.0233001112937927,nan,79.4568999999683,87,219,90,220,58,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,none,1,True,0.0,nan,nan,nan,433.0807000005734,9,0,10,0,0,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,none,2,True,0.9215686274509803,nan,1.9561418294906616,nan,71.26849999986007,51,126,55,129,47,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,none,2,True,0.7605633802816901,0.0,2.393341302871704,6.023157119750977,73.70280000031926,71,217,75,220,54,1,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,none,2,True,0.7142857142857143,0.0,2.178089141845703,7.067065238952637,112.74869999942894,91,218,95,220,65,1,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,none,2,True,0.6888888888888889,nan,2.0477389693260193,nan,95.91439999985596,90,219,93,220,62,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,none,2,True,0.7142857142857143,0.8333333333333334,1.7647691369056702,1.3437901735305786,599.1914000005636,14,22,16,22,10,6,5
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,none,3,True,0.9215686274509803,nan,1.91031813621521,nan,84.84469999984867,51,128,56,131,47,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,none,3,True,0.7532467532467533,nan,2.202191114425659,nan,81.9059000004927,77,217,81,220,58,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,none,3,True,0.6989247311827957,0.0,2.178089141845703,7.067065238952637,130.80100000024686,93,218,97,220,65,1,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,none,3,True,0.6888888888888889,nan,2.0477389693260193,nan,124.62689999938448,90,218,93,220,62,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,none,3,True,0.5217391304347826,0.8333333333333334,1.7647691369056702,1.3437901735305786,638.6904000000868,23,40,25,41,12,6,5
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,ideal_lowpass,1,True,0.7619047619047619,nan,3.075081467628479,nan,276.435699999638,21,58,23,58,16,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,ideal_lowpass,1,True,0.38235294117647056,0.0,2.7777092456817627,6.20044469833374,280.923299999813,34,112,35,112,13,1,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,ideal_lowpass,1,True,0.45,0.5,2.1227729320526123,4.689718246459961,296.5893999999025,80,184,82,185,36,2,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,ideal_lowpass,1,True,0.4918032786885246,1.0,2.8520506620407104,3.7039263248443604,257.1559000007255,61,149,65,150,30,1,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,ideal_lowpass,1,True,0.5,nan,2.3199702501296997,nan,546.8815000003815,4,16,4,16,2,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,ideal_lowpass,2,True,0.8888888888888888,nan,2.755569100379944,nan,273.90509999986534,27,69,29,69,24,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,ideal_lowpass,2,True,0.5,0.0,2.4196925163269043,6.20044469833374,270.20750000065163,42,124,43,124,21,3,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,ideal_lowpass,2,True,0.5789473684210527,0.5,2.5747036933898926,3.767859935760498,322.91149999946356,95,214,97,215,55,4,2
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,ideal_lowpass,2,True,0.5555555555555556,0.3333333333333333,2.486475110054016,7.5974040031433105,321.49089999984426,72,167,76,168,40,3,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,ideal_lowpass,2,True,0.7142857142857143,0.5,2.799861431121826,4.155385494232178,759.9168999995527,14,45,14,45,10,2,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,ideal_lowpass,3,True,0.8620689655172413,nan,2.7930994033813477,nan,315.8775000001697,29,71,31,71,25,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,ideal_lowpass,3,True,0.5555555555555556,0.0,2.4885411262512207,6.20044469833374,329.1031999997358,45,135,46,135,25,3,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,ideal_lowpass,3,True,0.5544554455445545,0.3333333333333333,2.509722590446472,4.195902347564697,375.33559999974386,101,219,103,220,56,3,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,ideal_lowpass,3,True,0.5454545454545454,0.5,2.4875670671463013,5.954967021942139,339.1066000003775,77,181,81,183,42,2,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,ideal_lowpass,3,True,0.631578947368421,0.3333333333333333,1.9353191256523132,6.785329341888428,812.1289999999135,19,74,19,74,12,3,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,gaussian_lowpass,1,True,0.90625,0.3333333333333333,2.482933282852173,4.637411594390869,296.3897999998153,32,68,35,68,29,3,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,gaussian_lowpass,1,True,0.775,0.0,2.031080961227417,6.214898586273193,302.75150000034046,40,107,43,108,31,1,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,gaussian_lowpass,1,True,0.7741935483870968,0.0,2.2831262350082397,6.00026798248291,332.56639999945037,62,216,66,218,48,2,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,gaussian_lowpass,1,True,0.7547169811320755,0.3333333333333333,1.8598994612693787,4.512688159942627,298.402299999907,53,181,57,183,40,3,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,gaussian_lowpass,1,True,0.5714285714285714,1.0,2.4363268613815308,2.653399705886841,666.1793000002945,7,15,7,15,4,1,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,gaussian_lowpass,2,True,0.8857142857142857,0.5,2.3343327045440674,3.485872268676758,338.73810000022786,35,72,38,72,31,4,2
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,gaussian_lowpass,2,True,0.8,0.3333333333333333,2.136534333229065,4.347900390625,353.57680000015534,45,120,48,122,36,3,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,gaussian_lowpass,2,True,0.7681159420289855,0.6,2.218169927597046,3.8840627670288086,390.4198999998698,69,218,73,220,53,5,3
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,gaussian_lowpass,2,True,0.7903225806451613,0.16666666666666666,1.8286244869232178,4.626734256744385,361.6847000002963,62,194,66,197,49,6,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,gaussian_lowpass,2,True,0.5,0.6666666666666666,2.4068799018859863,2.653399705886841,774.7362999998586,18,33,18,35,9,3,2
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,gaussian_lowpass,3,True,0.8888888888888888,0.5,2.2973649501800537,3.485872268676758,369.49819999972533,36,74,39,74,32,4,2
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,gaussian_lowpass,3,True,0.8297872340425532,0.3333333333333333,2.3414671421051025,4.347900390625,368.3332000000519,47,127,50,129,39,3,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,gaussian_lowpass,3,True,0.7464788732394366,0.6,2.1935770511627197,3.8840627670288086,393.0603999997402,71,218,75,220,53,5,3
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,gaussian_lowpass,3,True,0.803030303030303,0.14285714285714285,1.8911744356155396,4.740780353546143,399.5211000001291,66,197,70,200,53,7,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,gaussian_lowpass,3,True,0.5217391304347826,0.6666666666666666,2.356657028198242,2.653399705886841,831.4571999999316,23,49,24,51,12,3,2
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,ideal_highpass,1,True,0.7884615384615384,nan,1.9657526016235352,nan,311.3712000003943,52,149,56,149,41,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,ideal_highpass,1,True,0.7555555555555555,nan,2.616773843765259,nan,291.7256000000634,90,218,93,220,68,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,ideal_highpass,1,True,0.6122448979591837,nan,2.416620135307312,nan,348.5309999996389,98,218,104,220,60,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,ideal_highpass,1,True,0.6666666666666666,nan,2.1800111532211304,nan,332.43190000030154,75,214,80,215,50,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,ideal_highpass,1,True,1.0,nan,1.4895780086517334,nan,849.8690999995233,11,2,12,2,2,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,ideal_highpass,2,True,0.7230769230769231,nan,2.049262046813965,nan,378.941400000258,65,169,70,171,47,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,ideal_highpass,2,True,0.6944444444444444,nan,2.575653076171875,nan,392.39090000046417,108,217,112,220,75,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,ideal_highpass,2,True,0.6981132075471698,nan,2.564475178718567,nan,460.3810999997222,106,218,112,220,74,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,ideal_highpass,2,True,0.7294117647058823,nan,2.3335663080215454,nan,383.7452999996458,85,218,90,220,62,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,ideal_highpass,2,True,0.4117647058823529,1.0,1.5693724155426025,1.4252208471298218,1009.618799999771,17,18,19,18,7,1,1
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,ideal_highpass,3,True,0.7352941176470589,nan,2.080493927001953,nan,404.69990000019607,68,175,73,177,50,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,ideal_highpass,3,True,0.6608695652173913,nan,2.5763347148895264,nan,379.84549999964656,115,217,119,220,76,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,ideal_highpass,3,True,0.6727272727272727,nan,2.5250086784362793,nan,409.06790000008186,110,218,116,220,74,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,ideal_highpass,3,True,0.7111111111111111,nan,2.3335663080215454,nan,401.6016000005038,90,218,95,220,64,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,ideal_highpass,3,True,0.2857142857142857,0.0,1.4972966313362122,109.57981872558594,1018.2693000006111,28,33,30,33,8,1,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,gaussian_highpass,1,True,0.8,nan,2.1486343145370483,nan,304.36509999981354,50,146,54,148,40,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,gaussian_highpass,1,True,0.7303370786516854,nan,2.650672674179077,nan,334.3155000002298,89,218,94,220,65,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,gaussian_highpass,1,True,0.56,nan,2.3704034090042114,nan,370.7285000000411,100,218,106,220,56,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,gaussian_highpass,1,True,0.7111111111111111,nan,2.3658807277679443,nan,323.7160999997286,90,219,94,220,64,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,gaussian_highpass,1,True,1.0,nan,1.5978094339370728,nan,813.757999999325,7,1,8,1,1,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,gaussian_highpass,2,True,0.7627118644067796,nan,2.2705535888671875,nan,385.59540000005654,59,155,64,158,45,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,gaussian_highpass,2,True,0.6792452830188679,nan,2.4076647758483887,nan,406.64899999956106,106,217,111,220,72,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,gaussian_highpass,2,True,0.6666666666666666,nan,2.844525098800659,nan,415.36420000011276,111,218,117,220,74,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,gaussian_highpass,2,True,0.7311827956989247,nan,2.4503813982009888,nan,427.62539999966975,93,219,98,220,68,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,gaussian_highpass,2,True,0.3333333333333333,1.0,1.8411542773246765,1.1309994459152222,992.4015000005966,12,20,14,21,4,2,2
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Sobel,gaussian_highpass,3,True,0.7666666666666667,nan,2.2409995794296265,nan,411.4303000005748,60,161,65,164,46,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,LoG,gaussian_highpass,3,True,0.672566371681416,nan,2.29376757144928,nan,401.99789999951463,113,217,118,220,76,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Harris,gaussian_highpass,3,True,0.6120689655172413,nan,2.5579800605773926,nan,452.5649999995949,116,218,122,220,71,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,Shi-Tomasi,gaussian_highpass,3,True,0.6979166666666666,nan,2.499053716659546,nan,414.3064999998387,96,218,101,220,67,0,0
main_grid,IMG_0261,cabinet,low,Close tilted view; left margin partly outside frame.,SIFT,gaussian_highpass,3,True,0.2608695652173913,0.75,1.766782522201538,1.1415841579437256,1024.3929000007483,23,36,25,37,6,4,3
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Sobel,none,1,True,0.625,nan,1.5097554922103882,nan,55.816399999457644,48,87,52,88,30,0,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,LoG,none,1,True,0.7868852459016393,0.0,1.9734604954719543,5.399020195007324,56.06729999999516,61,145,66,149,48,1,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Harris,none,1,True,0.7045454545454546,nan,2.4797476530075073,nan,88.59879999999976,88,217,92,220,62,0,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Shi-Tomasi,none,1,True,0.6395348837209303,1.0,2.1245203018188477,0.46105173230171204,78.11800000035873,86,180,90,183,55,1,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,SIFT,none,1,True,0.4444444444444444,1.0,1.5685932040214539,1.9456827640533447,436.95949999982986,9,12,10,13,4,2,2
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Sobel,none,2,True,0.6862745098039216,nan,1.5655180215835571,nan,60.263400000621914,51,93,55,95,35,0,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,LoG,none,2,True,0.8571428571428571,0.0,1.9959015846252441,5.399020195007324,67.74990000030812,70,172,75,176,60,1,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Harris,none,2,True,0.7142857142857143,0.0,2.479306697845459,4.1724724769592285,105.38149999956659,91,216,95,220,65,1,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Shi-Tomasi,none,2,True,0.6853932584269663,1.0,2.1158535480499268,0.46105173230171204,97.95719999965513,89,197,93,200,61,1,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,SIFT,none,2,True,0.5,0.5,2.6916823387145996,3.7467031478881836,577.1437000003061,14,29,16,32,7,4,2
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Sobel,none,3,True,0.7058823529411765,nan,1.5783180594444275,nan,66.25249999979133,51,95,56,97,36,0,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,LoG,none,3,True,0.881578947368421,0.0,2.0022661685943604,5.399020195007324,70.49929999993765,76,180,81,185,67,1,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Harris,none,3,True,0.7204301075268817,0.0,2.479306697845459,4.1724724769592285,109.73039999953471,93,216,97,220,67,1,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Shi-Tomasi,none,3,True,0.6966292134831461,1.0,2.094930052757263,0.46105173230171204,101.77699999985634,89,202,93,205,62,1,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,SIFT,none,3,True,0.5652173913043478,0.5,2.6916823387145996,3.7467031478881836,608.2495999999082,23,52,25,55,13,4,2
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Sobel,ideal_lowpass,1,True,0.5714285714285714,nan,2.9750274419784546,nan,232.1375999999873,21,45,23,47,12,0,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,LoG,ideal_lowpass,1,True,0.35294117647058826,0.0,2.7115728855133057,5.566792964935303,267.19020000018645,34,101,35,104,12,1,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Harris,ideal_lowpass,1,True,0.375,0.5,2.467066764831543,4.454626083374023,306.4561999999569,80,157,82,159,30,2,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Shi-Tomasi,ideal_lowpass,1,True,0.45161290322580644,0.6666666666666666,2.061979591846466,1.8503273725509644,288.26889999982086,62,132,65,134,28,3,2
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,SIFT,ideal_lowpass,1,True,0.5,1.0,2.4782201051712036,2.3980705738067627,609.5887000001312,4,27,4,28,2,1,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Sobel,ideal_lowpass,2,True,0.6296296296296297,nan,2.9710259437561035,nan,314.5753999997396,27,50,29,52,17,0,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,LoG,ideal_lowpass,2,True,0.4523809523809524,0.0,2.7769880294799805,5.566792964935303,288.32170000077895,42,109,43,112,19,1,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Harris,ideal_lowpass,2,True,0.43157894736842106,0.3333333333333333,2.3808841705322266,5.881641387939453,372.9799999991883,95,175,97,177,41,3,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Shi-Tomasi,ideal_lowpass,2,True,0.4657534246575342,1.0,2.017042815685272,1.8209710121154785,345.2780999996321,73,142,76,144,34,2,2
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,SIFT,ideal_lowpass,2,True,0.7142857142857143,1.0,2.4782201051712036,2.3980705738067627,731.6923999997016,14,60,14,63,10,1,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Sobel,ideal_lowpass,3,True,0.5862068965517241,nan,2.9710259437561035,nan,318.8282999999501,29,52,31,54,17,0,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,LoG,ideal_lowpass,3,True,0.4888888888888889,0.0,2.8365410566329956,102.33391571044922,305.92949999936536,45,115,46,118,22,2,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Harris,ideal_lowpass,3,True,0.4752475247524752,0.3333333333333333,2.350008487701416,5.881641387939453,370.84410000079515,101,187,103,191,48,3,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Shi-Tomasi,ideal_lowpass,3,True,0.5,1.0,1.9545223712921143,1.8209710121154785,337.16890000050626,78,154,81,158,39,2,2
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,SIFT,ideal_lowpass,3,True,0.7368421052631579,0.3333333333333333,2.4782201051712036,5.916436195373535,774.5037000004231,19,89,19,92,14,3,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Sobel,gaussian_lowpass,1,True,0.9090909090909091,0.0,2.8184624910354614,10.017414093017578,267.70070000020496,33,52,35,52,30,1,0
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,LoG,gaussian_lowpass,1,True,0.8461538461538461,0.8,2.309680223464966,1.8283017873764038,276.0065000002214,39,96,43,99,33,5,4
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Harris,gaussian_lowpass,1,True,0.7741935483870968,0.42857142857142855,2.3037686347961426,4.777907371520996,325.2616999998281,62,162,66,165,48,7,3
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Shi-Tomasi,gaussian_lowpass,1,True,0.7547169811320755,0.625,2.7953916788101196,3.83254075050354,306.8233000003602,53,140,57,141,40,8,5
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,SIFT,gaussian_lowpass,1,True,0.5714285714285714,0.6666666666666666,3.076424479484558,3.089095115661621,617.5530999998955,7,20,7,21,4,3,2
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Sobel,gaussian_lowpass,2,True,0.9166666666666666,0.5,2.7923285961151123,6.691715240478516,353.68449999987206,36,55,38,55,33,2,1
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,LoG,gaussian_lowpass,2,True,0.75,0.7142857142857143,2.152229070663452,1.9242018461227417,318.64500000028784,44,103,48,106,33,7,5
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Harris,gaussian_lowpass,2,True,0.7246376811594203,0.4,2.1638251543045044,4.777907371520996,384.48049999988143,69,168,73,171,50,5,2
main_grid,IMG_0262,cabinet,mild,Tilted view with slightly softer fine text.,Shi-Tomasi,gaussian_lowpass,2,True,0.7096774193548387,0.6,2.2133504152297974,3.83254075050354,372.52859999989596,62,145,66,147,44,10,6
