scope,image_id,method,frequency_filter,pyramid_levels,nms,noise_sigma,repeatability,localization_error_px,repeated_points,reference_keypoints,scene_keypoints
noise_curve,syn_03,Harris,ideal_lowpass,3,True,0.0,0.5272727272727272,1.9628728032112122,116,220,220
noise_curve,syn_03,Harris,ideal_lowpass,3,True,5.0,0.5363636363636364,2.0453726053237915,118,220,220
noise_curve,syn_03,Harris,ideal_lowpass,3,True,10.0,0.5227272727272727,2.0025782585144043,115,220,220
noise_curve,syn_03,Harris,ideal_lowpass,3,True,20.0,0.5227272727272727,1.9377384185791016,115,220,220
noise_curve,syn_03,Shi-Tomasi,ideal_lowpass,3,True,0.0,0.5681818181818182,1.8923388719558716,125,220,220
noise_curve,syn_03,Shi-Tomasi,ideal_lowpass,3,True,5.0,0.5772727272727273,1.87834632396698,127,220,220
noise_curve,syn_03,Shi-Tomasi,ideal_lowpass,3,True,10.0,0.55,1.7925912141799927,121,220,220
noise_curve,syn_03,Shi-Tomasi,ideal_lowpass,3,True,20.0,0.5363636363636364,1.7302770614624023,118,220,220
noise_curve,syn_03,SIFT,ideal_lowpass,3,True,0.0,0.5636363636363636,0.882245659828186,124,220,220
noise_curve,syn_03,SIFT,ideal_lowpass,3,True,5.0,0.5545454545454546,0.897129625082016,122,220,220
noise_curve,syn_03,SIFT,ideal_lowpass,3,True,10.0,0.5454545454545454,0.8970605134963989,120,220,220
noise_curve,syn_03,SIFT,ideal_lowpass,3,True,20.0,0.5454545454545454,0.945741593837738,120,220,220
noise_curve,syn_03,Sobel,gaussian_lowpass,3,True,0.0,0.4,1.4818214178085327,88,220,220
noise_curve,syn_03,Sobel,gaussian_lowpass,3,True,5.0,0.39545454545454545,1.2383407354354858,87,220,220
noise_curve,syn_03,Sobel,gaussian_lowpass,3,True,10.0,0.36818181818181817,1.4156073331832886,81,220,220
noise_curve,syn_03,Sobel,gaussian_lowpass,3,True,20.0,0.32727272727272727,1.2376348376274109,72,220,220
noise_curve,syn_03,LoG,gaussian_lowpass,3,True,0.0,0.41363636363636364,1.648869276046753,91,220,220
noise_curve,syn_03,LoG,gaussian_lowpass,3,True,5.0,0.4090909090909091,1.5385361313819885,90,220,220
