scope,image_id,lighting,scale_factor,blur_sigma,noise_sigma,source_type,method,frequency_filter,pyramid_levels,nms,repeatability,matching_accuracy,localization_error_px,matching_error_px,runtime_ms,reference_keypoints,scene_keypoints,raw_reference_keypoints,raw_scene_keypoints,repeated_points,accepted_matches,correct_matches
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,none,1,True,0.2871287128712871,0.7297297297297297,1.961620271205902,1.5783809423446655,76.63090000005468,202,220,202,220,58,37,27
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,none,1,True,0.6818181818181818,0.9918032786885246,0.5441928207874298,0.5063720941543579,70.37370000011833,220,220,220,220,150,122,121
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,none,1,True,0.8636363636363636,1.0,0.4520193040370941,0.43423959612846375,81.59460000001673,220,220,220,220,190,153,153
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,none,1,True,0.8363636363636363,1.0,0.5239524245262146,0.47598060965538025,79.34010000008129,220,220,220,220,184,141,141
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,SIFT,none,1,True,0.6916666666666667,0.85,0.3747365176677704,0.30123084783554077,437.9255000001194,129,120,129,120,83,20,17
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,none,2,True,0.3181818181818182,0.7297297297297297,2.0473564863204956,1.5783809423446655,114.63189999994938,220,220,220,220,70,37,27
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,none,2,True,0.6818181818181818,0.9833333333333333,0.5603074729442596,0.5089844465255737,96.93409999999858,220,220,220,220,150,120,118
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,none,2,True,0.8272727272727273,1.0,0.477825865149498,0.3940350115299225,119.31809999987308,220,220,220,220,182,134,134
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,none,2,True,0.8363636363636363,1.0,0.6461493670940399,0.547367513179779,114.9177999998301,220,220,220,220,184,131,131
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,SIFT,none,2,True,0.7589743589743589,0.8076923076923077,0.38912124931812286,0.3638795018196106,625.09759999989,220,195,220,195,148,52,42
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,none,3,True,0.3181818181818182,0.7297297297297297,2.0473564863204956,1.5783809423446655,135.68589999999858,220,220,220,220,70,37,27
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,none,3,True,0.6818181818181818,0.9833333333333333,0.5603074729442596,0.5089844465255737,135.3947000000062,220,220,220,220,150,120,118
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,none,3,True,0.8045454545454546,1.0,0.4796711206436157,0.3940350115299225,133.2907000000887,220,220,220,220,177,130,130
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,none,3,True,0.8045454545454546,0.9694656488549618,0.6441096663475037,0.5783312916755676,118.82669999999962,220,220,220,220,177,131,127
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,SIFT,none,3,True,0.6772727272727272,0.8076923076923077,0.39218267798423767,0.3638795018196106,636.5037999999004,220,220,220,220,149,52,42
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,ideal_lowpass,1,True,0.6454545454545455,0.9545454545454546,0.9217682778835297,0.5993816256523132,200.2906999998686,220,220,220,220,142,44,42
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,ideal_lowpass,1,True,0.6772727272727272,0.9512195121951219,1.0536067485809326,0.6835875511169434,205.907199999956,220,220,220,220,149,41,39
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,ideal_lowpass,1,True,0.7727272727272727,0.9347826086956522,0.6469984352588654,0.6420309543609619,245.8940999999868,220,220,220,220,170,138,129
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,ideal_lowpass,1,True,0.7909090909090909,0.9699248120300752,0.689848005771637,0.6301539540290833,200.2869999998893,220,220,220,220,174,133,129
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,SIFT,ideal_lowpass,1,True,0.7357142857142858,0.8153846153846154,0.26082873344421387,0.37087786197662354,399.6196999999029,140,142,140,142,103,65,53
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,ideal_lowpass,2,True,0.6272727272727273,0.9555555555555556,0.9727466106414795,0.6320079565048218,209.15709999985665,220,220,220,220,138,45,43
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,ideal_lowpass,2,True,0.6818181818181818,0.9565217391304348,1.0538924932479858,0.7291549444198608,230.4153000000042,220,220,220,220,150,46,44
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,ideal_lowpass,2,True,0.7681818181818182,0.958904109589041,0.8850716352462769,0.8151777982711792,253.24069999987842,220,220,220,220,169,146,140
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,ideal_lowpass,2,True,0.7954545454545454,0.9798657718120806,0.9138662815093994,0.8396199345588684,259.0328999999656,220,220,220,220,175,149,146
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,SIFT,ideal_lowpass,2,True,0.6818181818181818,0.8780487804878049,0.4208379089832306,0.4291779398918152,571.1056999998618,220,220,220,220,150,82,72
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,ideal_lowpass,3,True,0.6272727272727273,0.9555555555555556,0.9727466106414795,0.6320079565048218,257.16000000011263,220,220,220,220,138,45,43
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,ideal_lowpass,3,True,0.6818181818181818,0.9565217391304348,1.0538924932479858,0.7291549444198608,225.06739999994352,220,220,220,220,150,46,44
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,ideal_lowpass,3,True,0.7681818181818182,0.9652777777777778,0.9030733108520508,0.8164218664169312,304.0355000000545,220,220,220,220,169,144,139
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,ideal_lowpass,3,True,0.7818181818181819,0.9726027397260274,0.916797012090683,0.8893102407455444,290.42379999987133,220,220,220,220,172,146,142
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,SIFT,ideal_lowpass,3,True,0.6818181818181818,0.8780487804878049,0.42618776857852936,0.4390651285648346,544.9947000001885,220,220,220,220,150,82,72
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,gaussian_lowpass,1,True,0.5033557046979866,0.8571428571428571,0.8491038084030151,0.873222291469574,213.08529999987513,149,220,149,220,75,14,12
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,gaussian_lowpass,1,True,0.6739130434782609,0.8888888888888888,1.2192112803459167,0.38599905371665955,213.37270000003628,92,220,92,220,62,9,8
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,gaussian_lowpass,1,True,0.8818181818181818,1.0,0.5412492454051971,0.47947412729263306,230.40050000008705,220,220,220,220,194,142,142
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,1,True,0.8727272727272727,1.0,0.5318009257316589,0.48660367727279663,232.7751000000262,220,220,220,220,192,136,136
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,SIFT,gaussian_lowpass,1,True,0.8013245033112583,0.9014084507042254,0.1376948058605194,0.13164015114307404,441.544100000101,151,162,151,162,121,71,64
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,gaussian_lowpass,2,True,0.4909090909090909,0.8,1.131486713886261,0.924342930316925,268.5245999998642,220,220,220,220,108,15,12
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,gaussian_lowpass,2,True,0.5714285714285714,0.8,1.5017096400260925,0.5050249695777893,269.4085999999061,217,220,217,220,124,10,8
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,gaussian_lowpass,2,True,0.8818181818181818,0.9933333333333333,0.607873797416687,0.6005481481552124,289.19969999992645,220,220,220,220,194,150,149
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,2,True,0.8318181818181818,0.9925373134328358,0.6361130475997925,0.5903908610343933,272.85550000010517,220,220,220,220,183,134,133
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,SIFT,gaussian_lowpass,2,True,0.8227272727272728,0.9223300970873787,0.2119385153055191,0.2245446890592575,569.5666999999958,220,220,220,220,181,103,95
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,gaussian_lowpass,3,True,0.4818181818181818,0.8,1.131486713886261,0.924342930316925,289.5595999998477,220,220,220,220,106,15,12
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,gaussian_lowpass,3,True,0.5590909090909091,0.8,1.5008641481399536,0.5050249695777893,306.79220000001806,220,220,220,220,123,10,8
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,gaussian_lowpass,3,True,0.8954545454545455,0.9802631578947368,0.6319666504859924,0.6239258050918579,286.42500000000837,220,220,220,220,197,152,149
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,3,True,0.8409090909090909,0.9928057553956835,0.6573042273521423,0.6573042273521423,301.28819999981715,220,220,220,220,185,139,138
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,SIFT,gaussian_lowpass,3,True,0.8181818181818182,0.9245283018867925,0.2117391675710678,0.23448282480239868,606.7567000000054,220,220,220,220,180,106,98
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Sobel,ideal_highpass,1,True,0.5681818181818182,0.9803921568627451,1.7186967134475708,0.5155413150787354,225.30280000000857,220,220,220,220,125,51,50
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,LoG,ideal_highpass,1,True,0.7,0.9803921568627451,0.5079475343227386,0.41692668199539185,218.21470000008958,220,220,220,220,154,102,100
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Harris,ideal_highpass,1,True,0.8090909090909091,0.9772727272727273,0.48280371725559235,0.402260959148407,216.4278000000195,220,220,220,220,178,132,129
main_grid,syn_02,warm_gradient,1.02,0.5,2.0,synthetic_procedural,Shi-Tomasi,ideal_highpass,1,True,0.8272727272727273,0.9918032786885246,0.5183205306529999,0.39457905292510986,233.7109000000055,220,220,220,220,182,122,121
