frequency_filter,method,pyramid_levels,count,repeatability,repeatability_std,repeatability_valid_count,matching_accuracy,matching_accuracy_std,matching_accuracy_valid_count,localization_error_px,localization_error_px_std,localization_error_px_valid_count,runtime_ms,runtime_ms_std,runtime_ms_valid_count
gaussian_highpass,Harris,1,10,0.6023495226234952,0.19541493774884755,10,0.9900087174198997,0.010735330458256722,10,0.8104947566986084,0.5571657881730114,10,265.2029200000243,26.628315030663817,10
gaussian_highpass,Harris,2,10,0.6283188044831881,0.14636837257218527,10,0.9922299563771435,0.007198239205183631,10,0.9826922178268432,0.5482121366093686,10,346.86634999998205,58.78850957431763,10
gaussian_highpass,Harris,3,10,0.6096803652968037,0.14523310968437478,10,0.9888115940665181,0.012989770340145604,10,1.0202404856681824,0.5833011440436238,10,355.8640299999752,39.15039948632797,10
gaussian_highpass,LoG,1,10,0.5504545454545455,0.19510127811882635,10,0.9771784601691145,0.06256716536529015,10,0.8975746393203735,0.6246319640516064,10,257.67290000005687,26.250593041584516,10
gaussian_highpass,LoG,2,10,0.5513636363636365,0.19198888952395862,10,0.9980952380952381,0.006023386019368355,10,0.908423227071762,0.6392362621370551,10,321.7068500000323,42.48220170669892,10
gaussian_highpass,LoG,3,10,0.5513636363636365,0.19198888952395862,10,0.9980952380952381,0.006023386019368355,10,0.908423227071762,0.6392362621370551,10,336.2175400000524,39.5631461444367,10
gaussian_highpass,SIFT,1,10,0.5398613991583268,0.17726894770941176,10,0.8116956115779643,0.29999697171619866,10,0.979200004786253,1.0884799430365144,10,673.5882000000174,121.25745450235455,10
gaussian_highpass,SIFT,2,10,0.5717153412713222,0.1053845051006943,10,0.7967924280215252,0.17545344026538096,10,0.7707821011543274,0.5907504771615558,10,844.4451300000537,127.51476043431188,10
gaussian_highpass,SIFT,3,10,0.550909090909091,0.11017558404872427,10,0.7993232053679578,0.17511610793056606,10,0.7788735657930375,0.5742429169888869,10,887.4732500000391,159.48643550834248,10
gaussian_highpass,Shi-Tomasi,1,10,0.6986052303860524,0.13948076095854578,10,0.9665537382322376,0.05846271360158443,10,0.8581424564123153,0.500251760582084,10,264.79166000003715,33.0334948229512,10
gaussian_highpass,Shi-Tomasi,2,10,0.7072955583229554,0.11558919681516637,10,0.9576103896103897,0.08894095474826201,10,1.0431750297546387,0.5561429103051334,10,324.0179699999999,40.42083716993089,10
gaussian_highpass,Shi-Tomasi,3,10,0.6877438771274388,0.11136864363718081,10,0.9506298016468927,0.12391853387540429,10,1.0900619447231292,0.6044795895353458,10,332.09990000004836,39.570907834982016,10
gaussian_highpass,Sobel,1,10,0.4004545454545455,0.14898570444360865,10,0.8940496880570411,0.13236641976218452,10,1.9184389233589172,0.6128374943578074,10,262.73234999996475,33.40210152097643,10
gaussian_highpass,Sobel,2,10,0.4004545454545455,0.14898570444360865,10,0.8939610355747716,0.13231887031170955,10,1.973563003540039,0.5730591429394769,10,329.0697399999772,54.048324778089246,10
gaussian_highpass,Sobel,3,10,0.4004545454545455,0.14898570444360865,10,0.8939610355747716,0.13231887031170955,10,1.973563003540039,0.5730591429394769,10,344.25919000004797,40.8813090475596,10
gaussian_lowpass,Harris,1,10,0.7913636363636364,0.09316518698588921,10,0.9761517810422135,0.03559202297102051,10,1.102898496389389,0.8795035245727568,10,231.76678000002084,33.701528769915114,10
gaussian_lowpass,Harris,2,10,0.8054545454545454,0.08325891994392894,10,0.9819862848068144,0.03500566626650993,10,0.9175988107919693,0.435602163953897,10,299.7109200000523,29.118335686994374,10
gaussian_lowpass,Harris,3,10,0.8068181818181819,0.08488229845714727,10,0.9720480912339026,0.044178461411851194,10,0.9595871537923812,0.46192226492983274,10,317.21189999998387,32.07184761146749,10
gaussian_lowpass,LoG,1,10,0.5478260869565217,0.17400359961221729,10,0.9336860670194004,0.10862808839531962,9,1.3446065723896026,0.1306793261787626,10,215.85249000004296,31.70374146760599,10
gaussian_lowpass,LoG,2,10,0.5166239669535849,0.09824655956601883,10,0.7232828282828284,0.28795025007483566,10,1.5470454335212707,0.11976412794117898,10,301.17695000001277,27.152358290257524,10
gaussian_lowpass,LoG,3,10,0.5077272727272728,0.09479207345597335,10,0.7232828282828284,0.28795025007483566,10,1.545017570257187,0.11851658349359193,10,316.91875000001346,24.50522468447624,10
gaussian_lowpass,SIFT,1,10,0.7475801451205591,0.0862876919521371,10,0.9163897515002499,0.04692669840992532,10,0.32595248222351075,0.23528891566469465,10,432.0886999999857,51.60047207308661,10
gaussian_lowpass,SIFT,2,10,0.7931818181818182,0.06454083067802688,10,0.9153898134694061,0.02953367958456908,10,0.4076638214290142,0.23354412346254103,10,571.277229999987,42.81027406304616,10
gaussian_lowpass,SIFT,3,10,0.7986363636363636,0.06305834166569228,10,0.9120661485604215,0.03769017027807195,10,0.41307361274957655,0.2361225904830382,10,597.227759999987,70.09975657514838,10
gaussian_lowpass,Shi-Tomasi,1,10,0.7895454545454546,0.09689983278686834,10,0.9809857897388394,0.038382781460074816,10,0.9718774139881134,0.6673198358842376,10,231.28865000003316,31.390127565805304,10
gaussian_lowpass,Shi-Tomasi,2,10,0.7909090909090909,0.0778498944161523,10,0.9769296760552809,0.038883072344062033,10,0.9674082517623901,0.47236678758670536,10,286.7490399999724,31.088666076251368,10
gaussian_lowpass,Shi-Tomasi,3,10,0.7918181818181818,0.078402320012149,10,0.9707456827768317,0.03770858595148732,10,1.003154930472374,0.47808831821725206,10,299.46602999993956,26.21092538963139,10
