scope,image_id,ablation,lighting,scale_factor,blur_sigma,noise_sigma,source_type,method,frequency_filter,pyramid_levels,nms,repeatability,matching_accuracy,localization_error_px,matching_error_px,runtime_ms,reference_keypoints,scene_keypoints,raw_reference_keypoints,raw_scene_keypoints,repeated_points,accepted_matches,correct_matches
ablation,syn_06,no_nms,shadow_band,0.86,1.6,10.0,synthetic_procedural,SIFT,gaussian_lowpass,3,False,0.5318181818181819,0.88,0.5303622484207153,0.47373518347740173,641.7738000000099,220,220,220,220,117,50,44
ablation,syn_07,full,bright_center,1.04,0.3,1.5,synthetic_procedural,Sobel,gaussian_lowpass,3,True,0.34545454545454546,0.6363636363636364,1.4987975358963013,1.2609822750091553,381.1046000000715,220,220,220,220,76,11,7
ablation,syn_07,full,bright_center,1.04,0.3,1.5,synthetic_procedural,LoG,gaussian_lowpass,3,True,0.5681818181818182,0.75,1.324798345565796,0.8766188621520996,395.08809999983896,220,220,220,220,125,12,9
ablation,syn_07,full,bright_center,1.04,0.3,1.5,synthetic_procedural,Harris,gaussian_lowpass,3,True,0.8818181818181818,0.9785714285714285,0.5914782881736755,0.5663625001907349,345.38899999984096,220,220,220,220,194,140,137
ablation,syn_07,full,bright_center,1.04,0.3,1.5,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,3,True,0.8454545454545455,0.9859154929577465,0.6437216699123383,0.6868542432785034,311.725000000024,220,220,220,220,186,142,140
ablation,syn_07,full,bright_center,1.04,0.3,1.5,synthetic_procedural,SIFT,gaussian_lowpass,3,True,0.8363636363636363,0.9278350515463918,0.2377563714981079,0.22425603866577148,564.233300000069,220,220,220,220,184,97,90
ablation,syn_07,no_pyramid,bright_center,1.04,0.3,1.5,synthetic_procedural,Sobel,gaussian_lowpass,1,True,0.29333333333333333,0.6,1.3239405155181885,1.5344982147216797,219.83320000003914,150,220,150,220,44,10,6
ablation,syn_07,no_pyramid,bright_center,1.04,0.3,1.5,synthetic_procedural,LoG,gaussian_lowpass,1,True,0.6956521739130435,1.0,1.19960218667984,0.4876064956188202,212.26049999995666,92,220,92,220,64,9,9
ablation,syn_07,no_pyramid,bright_center,1.04,0.3,1.5,synthetic_procedural,Harris,gaussian_lowpass,1,True,0.8636363636363636,0.9851851851851852,0.5236049890518188,0.523501455783844,220.13429999992695,220,220,220,220,190,135,133
ablation,syn_07,no_pyramid,bright_center,1.04,0.3,1.5,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,1,True,0.8681818181818182,1.0,0.5606233477592468,0.5257455706596375,226.314800000182,220,220,220,220,191,133,133
ablation,syn_07,no_pyramid,bright_center,1.04,0.3,1.5,synthetic_procedural,SIFT,gaussian_lowpass,1,True,0.7828947368421053,0.8923076923076924,0.159257709980011,0.14365525543689728,429.00059999988116,154,152,154,152,119,65,58
ablation,syn_07,no_frequency,bright_center,1.04,0.3,1.5,synthetic_procedural,Sobel,none,3,True,0.2909090909090909,0.9166666666666666,2.3312209844589233,0.775678277015686,127.10859999992863,220,220,220,220,64,24,22
ablation,syn_07,no_frequency,bright_center,1.04,0.3,1.5,synthetic_procedural,LoG,none,3,True,0.7272727272727273,1.0,0.5516303777694702,0.4598028361797333,120.8225999998831,220,220,220,220,160,120,120
ablation,syn_07,no_frequency,bright_center,1.04,0.3,1.5,synthetic_procedural,Harris,none,3,True,0.7681818181818182,1.0,0.6311913728713989,0.3718785047531128,120.34640000001673,220,220,220,220,169,102,102
ablation,syn_07,no_frequency,bright_center,1.04,0.3,1.5,synthetic_procedural,Shi-Tomasi,none,3,True,0.8,0.9924812030075187,0.5305368602275848,0.43195465207099915,112.77659999996104,220,220,220,220,176,133,132
ablation,syn_07,no_frequency,bright_center,1.04,0.3,1.5,synthetic_procedural,SIFT,none,3,True,0.6681818181818182,0.8269230769230769,0.2552149295806885,0.23832997679710388,691.285599999901,220,220,220,220,147,52,43
ablation,syn_07,no_nms,bright_center,1.04,0.3,1.5,synthetic_procedural,Sobel,gaussian_lowpass,3,False,0.19090909090909092,0.4117647058823529,0.330174058675766,312.869873046875,323.20929999991677,220,220,220,220,42,17,7
ablation,syn_07,no_nms,bright_center,1.04,0.3,1.5,synthetic_procedural,LoG,gaussian_lowpass,3,False,0.16818181818181818,0.5,0.387088418006897,156.81472778320312,327.67009999997754,220,220,220,220,37,2,1
ablation,syn_07,no_nms,bright_center,1.04,0.3,1.5,synthetic_procedural,Harris,gaussian_lowpass,3,False,0.7727272727272727,1.0,0.38497719168663025,0.3059861361980438,323.8460000000032,220,220,220,220,170,93,93
ablation,syn_07,no_nms,bright_center,1.04,0.3,1.5,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,3,False,0.7045454545454546,1.0,0.4445337653160095,0.31804710626602173,297.8307999999288,220,220,220,220,155,77,77
ablation,syn_07,no_nms,bright_center,1.04,0.3,1.5,synthetic_procedural,SIFT,gaussian_lowpass,3,False,0.6954545454545454,0.9875,0.14707618951797485,0.10440623760223389,544.6803999998338,220,220,220,220,153,80,79
ablation,syn_08,full,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Sobel,gaussian_lowpass,3,True,0.42272727272727273,0.9166666666666666,1.2136127948760986,0.7856879234313965,282.6592999999775,220,220,220,220,93,12,11
ablation,syn_08,full,warm_side_light,0.94,1.0,5.0,synthetic_procedural,LoG,gaussian_lowpass,3,True,0.41363636363636364,1.0,1.6167100667953491,0.6062694787979126,313.8221000001522,220,220,220,220,91,6,6
ablation,syn_08,full,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Harris,gaussian_lowpass,3,True,0.7636363636363637,0.9910714285714286,1.0808279514312744,0.921823263168335,303.7728000001607,220,220,220,220,168,112,111
ablation,syn_08,full,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,3,True,0.7636363636363637,0.9906542056074766,0.9793523252010345,0.9365302920341492,293.0578999998943,220,220,220,220,168,107,106
ablation,syn_08,full,warm_side_light,0.94,1.0,5.0,synthetic_procedural,SIFT,gaussian_lowpass,3,True,0.7772727272727272,0.945054945054945,0.4657220244407654,0.4610045552253723,563.2183000000168,220,220,220,220,171,91,86
ablation,syn_08,no_pyramid,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Sobel,gaussian_lowpass,1,True,0.348993288590604,0.9090909090909091,0.9720998704433441,0.7358429431915283,231.203700000151,149,220,149,220,52,11,10
ablation,syn_08,no_pyramid,warm_side_light,0.94,1.0,5.0,synthetic_procedural,LoG,gaussian_lowpass,1,True,0.43478260869565216,1.0,1.3415098190307617,0.6062694787979126,206.54029999991508,92,220,92,220,40,6,6
ablation,syn_08,no_pyramid,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Harris,gaussian_lowpass,1,True,0.7545454545454545,0.9900990099009901,1.0473570227622986,0.8679674863815308,229.81700000013916,220,220,220,220,166,101,100
ablation,syn_08,no_pyramid,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,1,True,0.7772727272727272,0.9907407407407407,0.9196457266807556,0.8968691229820251,232.11530000003222,220,220,220,220,171,108,107
ablation,syn_08,no_pyramid,warm_side_light,0.94,1.0,5.0,synthetic_procedural,SIFT,gaussian_lowpass,1,True,0.75,0.9818181818181818,0.3590104877948761,0.28356388211250305,422.0827999999983,152,162,152,162,114,55,54
ablation,syn_08,no_frequency,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Sobel,none,3,True,0.1409090909090909,0.7777777777777778,1.7750530242919922,1.7022433280944824,124.98690000006718,220,220,220,220,31,18,14
ablation,syn_08,no_frequency,warm_side_light,0.94,1.0,5.0,synthetic_procedural,LoG,none,3,True,0.06818181818181818,1.0,0.7534621357917786,0.5213181972503662,112.40459999999075,220,220,220,220,15,5,5
ablation,syn_08,no_frequency,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Harris,none,3,True,0.6681818181818182,1.0,0.8408734202384949,0.5433204770088196,122.77229999995143,220,220,220,220,147,75,75
ablation,syn_08,no_frequency,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Shi-Tomasi,none,3,True,0.7227272727272728,0.9659090909090909,1.0144375562667847,0.8119497895240784,118.22299999994357,220,220,220,220,159,88,85
ablation,syn_08,no_frequency,warm_side_light,0.94,1.0,5.0,synthetic_procedural,SIFT,none,3,True,0.42727272727272725,0.8620689655172413,0.6282271444797516,0.2952117919921875,650.8661999998822,220,220,220,220,94,29,25
ablation,syn_08,no_nms,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Sobel,gaussian_lowpass,3,False,0.031818181818181815,1.0,0.46853041648864746,0.6319013237953186,283.8110999998662,220,220,220,220,7,5,5
ablation,syn_08,no_nms,warm_side_light,0.94,1.0,5.0,synthetic_procedural,LoG,gaussian_lowpass,3,False,0.0,0.0,nan,314.1700134277344,312.63970000009067,220,220,220,220,0,1,0
ablation,syn_08,no_nms,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Harris,gaussian_lowpass,3,False,0.4681818181818182,1.0,0.5862740278244019,0.946848452091217,315.7209999999395,220,220,220,220,103,24,24
ablation,syn_08,no_nms,warm_side_light,0.94,1.0,5.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,3,False,0.6318181818181818,1.0,0.5890673398971558,0.6460540890693665,296.8074999998862,220,220,220,220,139,41,41
ablation,syn_08,no_nms,warm_side_light,0.94,1.0,5.0,synthetic_procedural,SIFT,gaussian_lowpass,3,False,0.6772727272727272,0.9714285714285714,0.30988529324531555,0.34870749711990356,550.4633999998987,220,220,220,220,149,70,68
ablation,syn_09,full,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Sobel,gaussian_lowpass,3,True,0.4318181818181818,0.6666666666666666,1.1483157873153687,0.857101321220398,291.2504999999328,220,220,220,220,95,12,8
ablation,syn_09,full,cool_gradient,1.0,0.7,6.0,synthetic_procedural,LoG,gaussian_lowpass,3,True,0.5227272727272727,0.9,1.736756682395935,0.6223675012588501,300.6116999999904,220,220,220,220,115,10,9
ablation,syn_09,full,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Harris,gaussian_lowpass,3,True,0.8318181818181818,0.9852941176470589,0.696460485458374,0.6907764077186584,308.1019999999626,220,220,220,220,183,136,134
ablation,syn_09,full,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,3,True,0.8363636363636363,0.9850746268656716,0.7228053212165833,0.7065829038619995,288.7960999998995,220,220,220,220,184,134,132
ablation,syn_09,full,cool_gradient,1.0,0.7,6.0,synthetic_procedural,SIFT,gaussian_lowpass,3,True,0.8227272727272728,0.9278350515463918,0.2564184069633484,0.23698171973228455,569.389000000001,220,220,220,220,181,97,90
ablation,syn_09,no_pyramid,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Sobel,gaussian_lowpass,1,True,0.4666666666666667,0.6363636363636364,1.0274202823638916,0.8496636152267456,230.10150000004614,150,220,150,220,70,11,7
ablation,syn_09,no_pyramid,cool_gradient,1.0,0.7,6.0,synthetic_procedural,LoG,gaussian_lowpass,1,True,0.6195652173913043,1.0,1.4364771842956543,0.6059854626655579,213.22729999997136,92,220,92,220,57,9,9
ablation,syn_09,no_pyramid,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Harris,gaussian_lowpass,1,True,0.7909090909090909,1.0,0.6325216591358185,0.5384504795074463,223.49780000013197,220,220,220,220,174,107,107
ablation,syn_09,no_pyramid,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,1,True,0.8363636363636363,1.0,0.5549398958683014,0.5108993053436279,226.1954999999034,220,220,220,220,184,112,112
ablation,syn_09,no_pyramid,cool_gradient,1.0,0.7,6.0,synthetic_procedural,SIFT,gaussian_lowpass,1,True,0.7959183673469388,0.921875,0.17603184282779694,0.17533007264137268,431.80849999998827,155,147,155,147,117,64,59
ablation,syn_09,no_frequency,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Sobel,none,3,True,0.21363636363636362,0.7368421052631579,1.910628318786621,1.2327675819396973,126.33700000014869,220,220,220,220,47,19,14
ablation,syn_09,no_frequency,cool_gradient,1.0,0.7,6.0,synthetic_procedural,LoG,none,3,True,0.4727272727272727,0.9866666666666667,0.5652000606060028,0.49831318855285645,111.94969999996829,220,220,220,220,104,75,74
ablation,syn_09,no_frequency,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Harris,none,3,True,0.6818181818181818,1.0,0.4744647145271301,0.42161068320274353,118.63159999984418,220,220,220,220,150,98,98
ablation,syn_09,no_frequency,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Shi-Tomasi,none,3,True,0.8090909090909091,1.0,0.702715665102005,0.5750638246536255,106.1603999999079,220,220,220,220,178,121,121
ablation,syn_09,no_frequency,cool_gradient,1.0,0.7,6.0,synthetic_procedural,SIFT,none,3,True,0.6090909090909091,0.8974358974358975,0.5788869857788086,0.39947524666786194,667.0455000000857,220,220,220,220,134,39,35
ablation,syn_09,no_nms,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Sobel,gaussian_lowpass,3,False,0.16363636363636364,0.5882352941176471,0.4242665320634842,0.41558927297592163,328.68340000004537,220,220,220,220,36,17,10
ablation,syn_09,no_nms,cool_gradient,1.0,0.7,6.0,synthetic_procedural,LoG,gaussian_lowpass,3,False,0.38636363636363635,0.3333333333333333,0.36028844118118286,418.9606018066406,327.4619999999686,220,220,220,220,85,6,2
ablation,syn_09,no_nms,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Harris,gaussian_lowpass,3,False,0.6363636363636364,1.0,0.4658518135547638,0.3843790590763092,345.214500000111,220,220,220,220,140,70,70
ablation,syn_09,no_nms,cool_gradient,1.0,0.7,6.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,3,False,0.740909090909091,0.9896907216494846,0.6398031711578369,0.4872268736362457,300.58020000001306,220,220,220,220,163,97,96
ablation,syn_09,no_nms,cool_gradient,1.0,0.7,6.0,synthetic_procedural,SIFT,gaussian_lowpass,3,False,0.6909090909090909,0.9574468085106383,0.17672450095415115,0.14967474341392517,598.7311999999747,220,220,220,220,152,94,90
ablation,syn_10,full,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Sobel,gaussian_lowpass,3,True,0.5363636363636364,0.875,1.2559820413589478,1.0423970222473145,302.9086000001371,220,220,220,220,118,8,7
ablation,syn_10,full,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,LoG,gaussian_lowpass,3,True,0.5590909090909091,0.7142857142857143,1.4643117189407349,1.686220645904541,336.92980000000716,220,220,220,220,123,7,5
ablation,syn_10,full,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Harris,gaussian_lowpass,3,True,0.6727272727272727,0.9459459459459459,1.750174880027771,1.34043550491333,330.1770000000488,220,220,220,220,148,74,70
ablation,syn_10,full,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,3,True,0.6818181818181818,0.9452054794520548,1.8506288528442383,1.6177958250045776,301.08069999982945,220,220,220,220,150,73,69
ablation,syn_10,full,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,SIFT,gaussian_lowpass,3,True,0.7181818181818181,0.8873239436619719,0.836133599281311,0.6874384880065918,595.1975000000402,220,220,220,220,158,71,63
ablation,syn_10,no_pyramid,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Sobel,gaussian_lowpass,1,True,0.4429530201342282,1.0,1.1693364977836609,0.7869579792022705,230.55260000001,149,220,149,220,66,6,6
ablation,syn_10,no_pyramid,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,LoG,gaussian_lowpass,1,True,0.5217391304347826,1.0,1.344860017299652,1.686220645904541,224.09960000004503,92,220,92,220,48,5,5
ablation,syn_10,no_pyramid,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Harris,gaussian_lowpass,1,True,0.65,0.9565217391304348,2.7094736099243164,1.2987074851989746,249.18849999994563,220,220,220,220,143,46,44
ablation,syn_10,no_pyramid,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,1,True,0.6454545454545455,0.9433962264150944,2.4408806562423706,1.4971799850463867,241.64990000008402,220,220,220,220,142,53,50
ablation,syn_10,no_pyramid,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,SIFT,gaussian_lowpass,1,True,0.6758620689655173,0.9393939393939394,0.7938714921474457,0.4906621277332306,414.55530000007457,151,145,151,145,98,33,31
ablation,syn_10,no_frequency,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Sobel,none,3,True,0.07272727272727272,0.5714285714285714,1.937997817993164,3.2311041355133057,132.95979999998053,220,220,220,220,16,7,4
ablation,syn_10,no_frequency,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,LoG,none,3,True,0.06363636363636363,1.0,1.4483271837234497,2.5042645931243896,134.78310000004967,220,220,220,220,14,3,3
ablation,syn_10,no_frequency,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Harris,none,3,True,0.4409090909090909,0.8888888888888888,1.9606586694717407,1.3518774509429932,132.0057000000361,220,220,220,220,97,18,16
ablation,syn_10,no_frequency,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Shi-Tomasi,none,3,True,0.6409090909090909,0.8928571428571429,1.8357232809066772,1.739694356918335,136.21290000014596,220,220,220,220,141,28,25
ablation,syn_10,no_frequency,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,SIFT,none,3,True,0.37727272727272726,0.75,1.3627238273620605,0.4241902232170105,660.5796999999711,220,220,220,220,83,12,9
ablation,syn_10,no_nms,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Sobel,gaussian_lowpass,3,False,0.01818181818181818,nan,0.3562099039554596,nan,294.9945000000298,220,220,220,220,4,0,0
ablation,syn_10,no_nms,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,LoG,gaussian_lowpass,3,False,0.10454545454545454,nan,0.509614884853363,nan,311.82110000008834,220,220,220,220,23,0,0
ablation,syn_10,no_nms,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Harris,gaussian_lowpass,3,False,0.3090909090909091,1.0,0.9941822588443756,1.6259557008743286,295.2175000000352,220,220,220,220,68,7,7
ablation,syn_10,no_nms,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,Shi-Tomasi,gaussian_lowpass,3,False,0.5318181818181819,1.0,0.8128517270088196,0.8251877427101135,291.9789000000037,220,220,220,220,117,24,24
ablation,syn_10,no_nms,blurred_neutral,0.92,2.0,12.0,synthetic_procedural,SIFT,gaussian_lowpass,3,False,0.5818181818181818,0.9318181818181818,0.7098205387592316,0.4783575236797333,557.6710000000276,220,220,220,220,128,44,41
