frequency_filter,method,noise_sigma,count,repeatability,repeatability_std,repeatability_valid_count,localization_error_px,localization_error_px_std,localization_error_px_valid_count
gaussian_lowpass,Harris,0.0,10,0.8068181818181819,0.08488229845714727,10,0.9595871537923812,0.46192226492983274,10
gaussian_lowpass,Harris,5.0,10,0.8081818181818182,0.08306568589156081,10,0.9364249527454376,0.42163896186875205,10
gaussian_lowpass,Harris,10.0,10,0.8095454545454546,0.080786139698029,10,0.9794133752584457,0.45531567115264515,10
gaussian_lowpass,Harris,20.0,10,0.7972371177209887,0.08173108980499413,10,0.9953874677419663,0.4496056647047067,10
gaussian_lowpass,LoG,0.0,10,0.5077272727272728,0.09479207345597335,10,1.545017570257187,0.11851658349359193,10
gaussian_lowpass,LoG,5.0,10,0.4968181818181819,0.08613872894596297,10,1.5318713009357452,0.12877737282379886,10
gaussian_lowpass,LoG,10.0,10,0.48105437941054385,0.08333066255996052,10,1.5659964740276338,0.11853700276495979,10
gaussian_lowpass,LoG,20.0,10,0.47438281901584656,0.07567292444793525,10,1.5726897239685058,0.10109136815986212,10
gaussian_lowpass,SIFT,0.0,10,0.7986363636363636,0.06305834166569228,10,0.41307361274957655,0.2361225904830382,10
gaussian_lowpass,SIFT,5.0,10,0.7968181818181818,0.05458962857731646,10,0.43438299372792244,0.24531000038091308,10
gaussian_lowpass,SIFT,10.0,10,0.7936363636363637,0.060004591192569,10,0.4425587669014931,0.2438299413542324,10
gaussian_lowpass,SIFT,20.0,10,0.7563636363636363,0.07361204237330429,10,0.5105687096714974,0.23890596253445667,10
gaussian_lowpass,Shi-Tomasi,0.0,10,0.7918181818181818,0.078402320012149,10,1.003154930472374,0.47808831821725206,10
gaussian_lowpass,Shi-Tomasi,5.0,10,0.7886363636363636,0.07931785621188703,10,1.011005339026451,0.5015728336297871,10
gaussian_lowpass,Shi-Tomasi,10.0,10,0.7859090909090909,0.07964135633074179,10,1.0106801062822341,0.4930224732963064,10
gaussian_lowpass,Shi-Tomasi,20.0,10,0.7722727272727273,0.07267832949094333,10,1.0206434339284898,0.46749604282234963,10
gaussian_lowpass,Sobel,0.0,10,0.3972727272727273,0.09972874136833756,10,1.3130675613880158,0.1464365340028576,10
gaussian_lowpass,Sobel,5.0,10,0.38818181818181824,0.07448013891465051,10,1.4110813200473786,0.16892457652724965,10
gaussian_lowpass,Sobel,10.0,10,0.3872727272727273,0.06445362652676567,10,1.4497320771217346,0.0987788909800622,10
